preco,condominio,endereço,area,quartos,vagas,banheiros
R$ 8.500 /mês,R$ 1.000,"Rua Redentor, Ipanema",150 m²,3,1,3
R$ 1.210 /mês,R$ 499,"Rua Albano, Praça Seca",62 m²,2,1,2
R$ 2.790 /mês,R$ 534,"Alameda A, Recreio Dos Bandeirantes",84 m²,3,2,2
R$ 1.260 /mês,R$ 220,"Rua Ouro Preto, Quintino Bocaiúva",85 m²,2,1,3
R$ 500 /mês,R$ 379,"Rua Buenos Aires, Centro",29 m²,0,0,1
R$ 1.500 /mês,R$ 270,"Alameda A, Recreio Dos Bandeirantes",45 m²,2,1,1
R$ 2.200 /mês,R$ 889,"Avenida Nossa Senhora de Copacabana, Leme",70 m²,2,0,1
R$ 1.850 /mês,R$ 475,"Rua Dom Emanuel Gomes, Jardim Guanabara",75 m²,2,1,1
R$ 1.300 /mês,R$ 360,"Avenida Meriti, Irajá",45 m²,2,1,1
R$ 750 /mês,R$ 311,"Estrada Pau-ferro, Pechincha",32 m²,0,1,1
R$ 650 /mês,R$ 575,"Rua Senador Dantas, Centro",33 m²,0,0,1
R$ 2.900 /mês,R$ 1.659,"Avenida Lúcio Costa, Barra da Tijuca",55 m²,1,1,1
R$ 1.950 /mês,R$ 465,"Rua Ministro Viveiros de Castro, Copacabana",33 m²,1,0,1
R$ 2.600 /mês,R$ 1.000,"Rua Paulo Moura, Barra da Tijuca",80 m²,2,1,2
R$ 900 /mês,R$ 605,"Avenida Nossa Senhora de Copacabana, Copacabana",22 m²,0,0,1
R$ 2.700 /mês,R$ 84,"Rua Luís Severiano Ribeiro, Freguesia",94 m²,2,2,2
R$ 2.800 /mês,R$ 600,"Rua Voluntários da Pátria, Botafogo",103 m²,2,0,2
R$ 1.870 /mês,R$ 120,"Estrada Adhemar Bebiano, Del Castilho",300 m²,2,3,2
R$ 1.000 /mês,R$ 384,"Rua Antônio Cordeiro, Freguesia",53 m²,2,1,1
R$ 1.100 /mês,R$ 367,"Rua A, Freguesia",50 m²,2,1,1
R$ 1.500 /mês,R$ 75,"Avenida Ministro Edgard Romero, Madureira",120 m²,2,1,3
R$ 1.650 /mês,R$ 650,"Rua Iriquitia, Taquara",80 m²,2,1,2
R$ 1.800 /mês,R$ 295,"Rua General Polidoro, Botafogo",69 m²,2,0,2
R$ 120 /mês,R$ 58,"Saúde, Rio de Janeiro",15 m²,0,0,1
R$ 4.647 /mês,R$ 862,"Barra da Tijuca, Rio de Janeiro",30 m²,0,4,0
R$ 2.400 /mês,R$ 711,"Rua Ubaldino do Amaral, Centro",73 m²,2,1,1
R$ 5.395 /mês,0,"Avenida Prefeito Dulcídio Cardoso, Barra da Tijuca",125 m²,4,2,3
R$ 2.000 /mês,0,"Rua Acarapé, Ricardo de Albuquerque",136 m²,4,0,2
R$ 7.500 /mês,R$ 1.255,"Rua Francisco Otaviano, Copacabana",103 m²,2,3,2
R$ 1.900 /mês,R$ 1.056,"Rua Dois de Dezembro, Catete",70 m²,2,0,2
R$ 900 /mês,R$ 600,"Rua Chaves Pinheiro, Cachambi",66 m²,2,1,2
R$ 1.700 /mês,R$ 350,"Travessa da Brandura, Irajá",70 m²,2,1,3
R$ 1.100 /mês,R$ 533,"Rua Haddock Lobo, Estacio",50 m²,2,0,1
R$ 1.600 /mês,R$ 995,"Rua Senador Nabuco, Vila Isabel",94 m²,2,1,2
R$ 3.100 /mês,R$ 1.018,"Botafogo, Rio de Janeiro",71 m²,2,1,2
R$ 2.000 /mês,R$ 574,"Rua Barão de Mesquita, Tijuca",66 m²,2,1,1
R$ 350 /mês,R$ 340,"Estrada Marechal Miguel Salazar Mendes de Morais, Taquara",25 m²,0,1,1
R$ 6.000 /mês,R$ 1.300,"Estrada dos Bandeirantes, Vargem Pequena",222 m²,4,3,3
R$ 1.700 /mês,R$ 504,"Rua Monsenhor Manuel Gomes, São Cristóvão",54 m²,2,1,2
R$ 480 /mês,R$ 519,"Rua Senador Dantas, Centro",33 m²,0,0,1
R$ 890 /mês,R$ 275,"Rua A, Guaratiba",63 m²,2,1,2
R$ 2.100 /mês,R$ 615,"Avenida Ernani Cardoso, Cascadura",80 m²,2,1,1
R$ 1.850 /mês,R$ 330,"Rua A, Irajá",70 m²,2,2,1
R$ 2.500 /mês,R$ 878,"Avenida Atlântica, Copacabana",55 m²,1,0,1
R$ 950 /mês,R$ 450,"Copacabana, Rio de Janeiro",35 m²,1,0,1
R$ 1.650 /mês,R$ 1.317,"Rua Sá Viana, Grajaú",90 m²,2,1,3
R$ 950 /mês,R$ 130,"Rua Oliveira Serpa, Maria da Graça",50 m²,1,0,1
R$ 1.265 /mês,R$ 500,"Rua Sousa Barros, Engenho Novo",70 m²,2,1,2
R$ 3.000 /mês,R$ 850,"Rua A, Jacarepaguá",68 m²,2,1,2
R$ 1.100 /mês,R$ 460,"Rua São José, Centro",30 m²,0,0,1
R$ 2.800 /mês,R$ 917,"Rua Barão de Pirassinunga, Tijuca",98 m²,3,1,2
R$ 3.000 /mês,R$ 638,"Rua Marechal Pires Ferreira, Laranjeiras",70 m²,1,1,1
R$ 1.400 /mês,R$ 35,"Rua Vina Del Mar, Campo Grande",100 m²,2,1,2
R$ 2.800 /mês,R$ 822,"Avenida José Luiz Ferraz, Recreio Dos Bandeirantes",91 m²,3,1,3
R$ 2.500 /mês,R$ 294,"Estrada do Galeão, Portuguesa",68 m²,2,1,2
R$ 1.000 /mês,R$ 640,"Rua Barão de São Francisco, Andaraí",58 m²,1,1,2
R$ 1.200 /mês,R$ 470,"Rua Flack, Engenho Novo",80 m²,2,1,1
R$ 58.000 /mês,0,"Rua Felizardo Fortes, Ramos",4400 m²,0,0,0
R$ 2.873 /mês,R$ 1.020,"Rua Muniz Barreto, Botafogo",90 m²,2,1,3
R$ 2.000 /mês,R$ 52,"Rua Vidal Ramos, Marechal Hermes",139 m²,2,1,2
R$ 3.000 /mês,R$ 650,"Rua Estácio Coimbra, Botafogo",64 m²,2,1,1
R$ 3.500 /mês,R$ 1.140,"Rua Gomes Carneiro, Ipanema",85 m²,2,0,1
R$ 3.350 /mês,R$ 860,"Rua Gustavo Sampaio, Leme",81 m²,2,1,1
R$ 1.015 /mês,R$ 250,"Rua Enaldo dos Santos Araújo, Engenheiro Leal",40 m²,2,1,1
R$ 1.100 /mês,R$ 220,"Avenida Marechal Rondon, São Francisco Xavier",60 m²,2,1,1
R$ 1.700 /mês,R$ 350,"Rua José Soares Ferreira, Campo Grande",90 m²,2,1,2
R$ 1.350 /mês,R$ 520,"Rua Piauí, Méier",48 m²,2,1,2
R$ 26.760 /mês,R$ 6.690,"Copacabana, Rio de Janeiro",223 m²,0,2,0
R$ 1.850 /mês,R$ 512,"Tijuca, Rio de Janeiro",61 m²,2,0,1
R$ 30.000 /mês,R$ 2.600,"Rua José Condé, Itanhangá",601 m²,4,4,4
R$ 1.200 /mês,R$ 520,"Avenida Pastor Martin Luther King Jr, Irajá",50 m²,2,1,1
R$ 1.700 /mês,R$ 364,"Rua Igarapé-Açu, Jacarepaguá",52 m²,2,1,1
R$ 1.400 /mês,R$ 295,"Rua Tenente Costa, Méier",70 m²,2,1,1
R$ 1.880 /mês,R$ 350,"Rua Haroldo Lobo, Portuguesa",93 m²,2,2,2
R$ 1.600 /mês,R$ 358,"Rua Torres Homem, Vila Isabel",75 m²,3,0,1
R$ 3.000 /mês,R$ 1.024,"Rua Professor Gastão Bahiana, Lagoa",85 m²,2,1,3
R$ 1.000 /mês,R$ 270,"Rua A, Campo Grande",45 m²,2,1,1
R$ 600 /mês,R$ 585,"Rua Buenos Aires, Centro",28 m²,0,1,1
R$ 2.890 /mês,R$ 950,"Rua Miguel Lemos, Copacabana",70 m²,2,1,1
R$ 2.000 /mês,0,"Rua Capitão Cruz, Parada de Lucas",300 m²,2,1,2
R$ 1.000 /mês,R$ 250,"Estrada do Campinho, Campo Grande",50 m²,2,1,1
R$ 1.400 /mês,R$ 492,"Rua Doutor Otávio Kelly, Tijuca",65 m²,2,1,2
R$ 900 /mês,R$ 300,"Rua Padre Peroneille, Jardim América",67 m²,2,1,2
R$ 1.508 /mês,R$ 280,"Rua Altinópolis, Praia da Bandeira",63 m²,2,1,1
R$ 935 /mês,R$ 350,"Rua do Cajá, Penha",60 m²,2,1,2
R$ 2.000 /mês,R$ 897,"Rua Barata Ribeiro, Copacabana",80 m²,2,0,2
R$ 1.650 /mês,R$ 350,"Rua Ana Silva, Pechincha",88 m²,2,1,3
R$ 1.500 /mês,R$ 550,"Rua Piauí, Todos os Santos",50 m²,2,1,2
R$ 1.020 /mês,R$ 383,"Rua Dagmar da Fonseca, Cascadura",67 m²,2,1,2
R$ 800 /mês,R$ 474,"Rua Hipólito da Costa, Vila Isabel",50 m²,2,0,1
R$ 1.450 /mês,R$ 450,"Rua Leopoldino Bastos, Engenho Novo",49 m²,2,1,1
R$ 15.000 /mês,R$ 3.150,"Avenida Flamboyants da Península, Barra da Tijuca",250 m²,4,3,6
R$ 3.000 /mês,R$ 880,"Copacabana, Rio de Janeiro",62 m²,2,0,2
R$ 1.400 /mês,R$ 400,"Rua Barão de Itapagipe, Tijuca",55 m²,2,0,1
R$ 7.500 /mês,R$ 1.450,"Barra da Tijuca, Rio de Janeiro",94 m²,2,1,2
R$ 908 /mês,R$ 354,"Rua Iguaba Grande, Pavuna",55 m²,2,2,1
R$ 1.300 /mês,R$ 605,"Avenida Nossa Senhora de Copacabana, Copacabana",32 m²,0,0,1
R$ 2.200 /mês,R$ 832,"Rua Ibituruna, Maracanã",76 m²,2,1,1
R$ 5.000 /mês,R$ 750,"Avenida das Américas, Barra da Tijuca",118 m²,2,2,1
R$ 1.500 /mês,R$ 400,"Boulevard Vinte e Oito de Setembro, Vila Isabel",87 m²,2,0,1
R$ 1.700 /mês,R$ 600,"Estrada dos Bandeirantes, Jacarepaguá",52 m²,2,1,2
R$ 1.900 /mês,R$ 548,"Rua Artur Bernardes, Flamengo",58 m²,1,0,2
R$ 1.600 /mês,R$ 539,"Rua Maria Amália, Tijuca",60 m²,2,1,1
R$ 4.000 /mês,0,"Estrada do Mato Alto, Guaratiba",75 m²,0,0,0
R$ 32.000 /mês,R$ 5.172,"Ipanema, Rio de Janeiro",260 m²,4,2,4
R$ 500 /mês,R$ 650,"Avenida Nossa Senhora de Copacabana, Copacabana",30 m²,0,0,1
R$ 900 /mês,R$ 411,"Rua Santa Clara, Copacabana",21 m²,0,0,1
R$ 1.500 /mês,R$ 520,"Estrada dos Bandeirantes, Jacarepaguá",48 m²,2,1,1
R$ 2.900 /mês,R$ 912,"Estrada da Gávea, São Conrado",60 m²,2,1,1
R$ 2.800 /mês,R$ 637,"Rua Afonso Pena, Tijuca",135 m²,2,2,1
R$ 1.100 /mês,R$ 550,"Rua Professor Henrique Costa, Pechincha",57 m²,2,1,2
R$ 1.300 /mês,R$ 782,"Avenida Maracanã, Maracanã",67 m²,2,0,2
R$ 1.300 /mês,R$ 543,"Rua Isidro de Figueiredo, Maracanã",62 m²,2,0,1
R$ 2.100 /mês,R$ 886,"Rua Miguel Lemos, Copacabana",70 m²,2,0,1
R$ 950 /mês,R$ 230,"Estrada do Mendanha, Campo Grande",55 m²,2,1,1
R$ 5.600 /mês,R$ 998,"Rua Adolfo de Castro Filho, Recreio Dos Bandeirantes",210 m²,4,4,4
R$ 950 /mês,R$ 408,"Rua Brás Cubas, Pavuna",43 m²,2,1,1
R$ 1.500 /mês,R$ 450,"Rua Lima Drumond, Irajá",92 m²,2,1,1
R$ 1.700 /mês,R$ 320,"Rua São Francisco Xavier, Tijuca",68 m²,2,1,1
R$ 1.150 /mês,R$ 410,"Rua Nossa Senhora de Lourdes, Grajaú",65 m²,2,0,2
R$ 1.500 /mês,0,"Caminho do Partido, Campo Grande",102 m²,2,1,2
R$ 2.249 /mês,R$ 75,"Rua Getúlio, Méier",69 m²,2,1,2
R$ 1.200 /mês,R$ 650,"Rua Visconde de Tocantins, Méier",87 m²,2,1,2
R$ 1.200 /mês,R$ 280,"Rua Wilde Lustosa, Praia da Bandeira",49 m²,2,1,1
R$ 1.200 /mês,R$ 337,"Travessa Cerqueira Lima, Engenho Novo",64 m²,2,1,2
R$ 1.280 /mês,R$ 570,"Avenida Dom Hélder Câmara, Quintino Bocaiúva",56 m²,2,1,2
R$ 1.400 /mês,R$ 320,"Rua General Goes Monteiro, Botafogo",47 m²,1,0,1
R$ 2.800 /mês,R$ 1.650,"Avenida Armando Lombardi, Barra da Tijuca",100 m²,0,1,2
R$ 390 /mês,R$ 435,"Centro, Rio de Janeiro",41 m²,0,0,1
R$ 16.000 /mês,R$ 14.753,"Barra da Tijuca, Rio de Janeiro",384 m²,4,4,2
R$ 1.400 /mês,R$ 470,"Praia Botafogo, Botafogo",35 m²,1,0,1
R$ 1.700 /mês,R$ 300,"Rua São Januário, São Cristóvão",70 m²,2,1,1
R$ 2.800 /mês,R$ 158,"Rua Inoha, Campo Grande",230 m²,5,4,6
R$ 1.070 /mês,0,"Rua João Rego, Olaria",80 m²,2,1,2
R$ 2.200 /mês,0,"Rua Esteves Júnior, Laranjeiras",50 m²,2,0,2
R$ 1.270 /mês,R$ 350,"Avenida Carlos Meziano, Portuguesa",56 m²,2,1,1
R$ 890 /mês,R$ 474,"Rua Visconde de Santa Isabel, Vila Isabel",50 m²,1,1,1
R$ 1.100 /mês,R$ 200,"Rua Barcelona, Cachambi",65 m²,2,1,1
R$ 1.200 /mês,R$ 50,"Rua Palatinado, Quintino Bocaiúva",55 m²,2,1,1
R$ 1.020 /mês,R$ 370,"Avenida Vicente de Carvalho, Irajá",71 m²,2,1,2
R$ 2.430 /mês,R$ 780,"Rua Bartolomeu Portela, Botafogo",62 m²,2,1,1
R$ 2.300 /mês,R$ 10,"Rua Ajurana, Campo Grande",130 m²,3,2,3
R$ 1.530 /mês,R$ 250,"Avenida Dom Hélder Câmara, Quintino Bocaiúva",70 m²,2,1,1
R$ 1.200 /mês,R$ 1.200,"Rua do Ouvidor, Centro",150 m²,0,0,2
R$ 9.500 /mês,R$ 2.497,"Avenida das Acácias da Península, Barra da Tijuca",179 m²,4,3,2
R$ 600 /mês,R$ 600,"Avenida das Américas, Recreio Dos Bandeirantes",20 m²,0,1,1
R$ 1.200 /mês,R$ 570,"Rua Adalberto Aranha, Vila Isabel",50 m²,1,0,2
R$ 2.700 /mês,R$ 902,"Rua São Clemente, Botafogo",70 m²,2,1,1
R$ 1.100 /mês,R$ 564,"Rua Costa Bastos, Fátima",42 m²,1,0,1
R$ 1.600 /mês,R$ 360,"Rua Conselheiro Ferraz, Méier",70 m²,2,1,1
R$ 2.200 /mês,0,"Rua Barão de Guaratiba, Glória",55 m²,1,0,0
R$ 1.700 /mês,R$ 650,"Rua dos Artistas, Vila Isabel",80 m²,2,1,1
R$ 550 /mês,R$ 450,"Centro, Rio de Janeiro",31 m²,0,0,1
R$ 1.350 /mês,R$ 715,"Rua Conde de Bonfim, Tijuca",78 m²,2,0,2
R$ 2.100 /mês,R$ 100,"Rua Barão de Santo Ângelo, Engenho De Dentro",300 m²,3,0,4
R$ 1.310 /mês,R$ 300,"Rua C, Méier",70 m²,2,1,1
R$ 1.200 /mês,0,"Rua da Constança, Oswaldo Cruz",60 m²,2,1,1
R$ 20.000 /mês,R$ 2.100,"Praça João Pessoa, Centro",538 m²,0,0,0
R$ 1.217 /mês,R$ 440,"Rua Bento Cardoso, Penha",83 m²,2,1,2
R$ 5.500 /mês,R$ 1.300,"Avenida Rainha Elizabeth da Bélgica, Ipanema",110 m²,2,1,3
R$ 1.700 /mês,R$ 385,"Rua Luísa Vale, Cachambi",54 m²,2,1,1
R$ 1.000 /mês,R$ 570,"Rua Tirol, Freguesia- Jacarepaguá",47 m²,1,2,1
R$ 1.365 /mês,R$ 300,"Rua do Rio, Cachambi",60 m²,2,1,1
R$ 1.600 /mês,R$ 600,"Rua Tenente Franca, Méier",65 m²,2,1,2
R$ 1.580 /mês,R$ 330,"Estrada do Dendê, Tauá",68 m²,2,1,2
R$ 14.000 /mês,R$ 2.685,"Rua Aníbal de Mendonça, Ipanema",120 m²,3,1,4
R$ 500 /mês,R$ 498,"Avenida Geremário Dantas, Freguesia- Jacarepaguá",23 m²,0,1,1
R$ 7.507 /mês,R$ 2.036,"Barra da Tijuca, Rio de Janeiro",126 m²,3,2,2
R$ 1.700 /mês,R$ 490,"Rua Doutor Satamini, Tijuca",50 m²,1,1,2
R$ 2.000 /mês,R$ 265,"Rua México, Centro",28 m²,0,0,1
R$ 1.200 /mês,R$ 714,"Rua Conselheiro Autran, Vila Isabel",60 m²,2,1,1
R$ 750 /mês,R$ 260,"Estrada do Pedregoso, Campo Grande",50 m²,2,1,1
R$ 2.000 /mês,R$ 640,"Rua Bocaiúva, Jardim Guanabara",87 m²,2,1,1
R$ 1.980 /mês,R$ 330,"Rua Professor Paula Aquiles, Irajá",70 m²,2,1,2
R$ 2.300 /mês,R$ 870,"Rua Soares Cabral, Laranjeiras",65 m²,2,1,1
R$ 2.300 /mês,R$ 806,"Rua Antônio Basílio, Tijuca",80 m²,2,1,1
R$ 1.165 /mês,R$ 274,"Rua de Lazer, Pilares",49 m²,2,1,1
R$ 1.400 /mês,R$ 50,"Rua Anita Malfatti, Campo Grande",120 m²,2,1,1
R$ 1.600 /mês,R$ 546,"Avenida Henrique Valadares, Centro",72 m²,2,0,2
R$ 3.750 /mês,R$ 42,"Rua General Argolo, São Cristóvão",282 m²,3,2,3
R$ 1.800 /mês,R$ 50,"Travessa Paraná, Piedade",150 m²,2,1,1
R$ 1.390 /mês,R$ 500,"Avenida Ministro Edgard Romero, Irajá",53 m²,3,1,2
R$ 2.300 /mês,R$ 655,"Rua Tavares Bastos, Catete",62 m²,2,1,2
R$ 1.200 /mês,R$ 45,"Estrada Rodrigues Caldas, Taquara",90 m²,3,1,1
R$ 1.200 /mês,R$ 752,"Rua Fábio Luz, Méier",57 m²,3,1,2
R$ 900 /mês,R$ 784,"Avenida Ayrton Senna, Barra da Tijuca",32 m²,0,1,1
R$ 3.200 /mês,R$ 1.164,"Rua Euclides de Figueiredo, Jardim Botânico",84 m²,2,1,2
R$ 1.500 /mês,0,"Estrada do Vidigal, Vidigal",60 m²,1,1,0
R$ 1.000 /mês,R$ 455,"Avenida das Américas, Recreio Dos Bandeirantes",22 m²,0,1,1
R$ 18.000 /mês,R$ 9.846,"Botafogo, Rio de Janeiro",241 m²,0,3,2
R$ 800 /mês,R$ 470,"Estrada dos Três Rios, Jacarepaguá",22 m²,0,1,0
R$ 9.950 /mês,R$ 4.200,"Avenida das Américas, Barra da Tijuca",113 m²,0,3,0
R$ 3.000 /mês,R$ 955,"Rua Cruz Lima, Flamengo",67 m²,2,1,1
R$ 1.700 /mês,R$ 386,"Rua Pojuca, Ribeira",49 m²,1,1,1
R$ 3.700 /mês,R$ 1.007,"Rua Marquês de Abrantes, Flamengo",66 m²,2,1,2
R$ 2.500 /mês,R$ 1.050,"Rua Barão da Torre, Ipanema",38 m²,1,1,1
R$ 900 /mês,R$ 324,"Estrada dos Três Rios, Freguesia- Jacarepaguá",25 m²,0,1,1
R$ 1.400 /mês,R$ 328,"Avenida Padre Leonel Franca, Gávea",37 m²,1,1,1
R$ 1.200 /mês,R$ 420,"Rua Barbosa da Silva, Engenho Novo",60 m²,2,1,2
R$ 2.200 /mês,R$ 153,"Rua Alzira Brandão, Tijuca",60 m²,2,1,1
R$ 3.517 /mês,R$ 1.060,"Rua Teixeira de Melo, Ipanema",85 m²,2,1,2
R$ 1.200 /mês,R$ 600,"Rua E, Anil",56 m²,2,1,1
R$ 900 /mês,R$ 220,"Rua Projetada Um, Santa Cruz",45 m²,2,1,1
R$ 1.800 /mês,R$ 770,"Rua Barão de Mesquita, Andaraí",91 m²,2,1,2
R$ 1.500 /mês,R$ 304,"Rua Dona Delfina, Tijuca",54 m²,2,0,1
R$ 1.147 /mês,R$ 350,"Rua Aquidabã, Méier",85 m²,2,1,1
R$ 800 /mês,R$ 250,"Rua Ipadu, Jacarepaguá",70 m²,2,1,1
R$ 1.300 /mês,R$ 400,"Rua São Brás, Todos os Santos",55 m²,2,1,1
R$ 2.000 /mês,R$ 700,"Rua Santa Amélia, Tijuca",65 m²,2,1,1
R$ 1.250 /mês,R$ 520,"Rua São Gabriel, Cachambi",60 m²,2,1,2
R$ 2.000 /mês,R$ 870,"Rua Barão de Itapagipe, Tijuca",65 m²,2,1,2
R$ 3.500 /mês,R$ 1.100,"Rua Francisco Otaviano, Copacabana",75 m²,2,1,2
R$ 3.000 /mês,R$ 1.086,"Rua Clarice Índio do Brasil, Botafogo",75 m²,2,1,1
R$ 1.150 /mês,R$ 500,"Estrada dos Bandeirantes, Camorim",50 m²,2,1,1
R$ 2.650 /mês,R$ 850,"Avenida das Américas, Recreio Dos Bandeirantes",65 m²,2,1,1
R$ 3.000 /mês,R$ 374,"Rua Irineu Marinho, Centro",138 m²,0,0,2
R$ 4.600 /mês,R$ 1.216,"Rua Marquês de São Vicente, Gávea",108 m²,3,1,3
R$ 1.300 /mês,R$ 365,"Rua do Couto, Penha",55 m²,2,1,1
R$ 1.650 /mês,R$ 500,"Rua Professor Henrique Costa, Pechincha",68 m²,2,1,2
R$ 2.500 /mês,R$ 485,"Rua Marquês de São Vicente, Gávea",80 m²,2,0,1
R$ 1.700 /mês,R$ 616,"Rua Décio Vilares, Copacabana",40 m²,1,0,1
R$ 900 /mês,R$ 250,"Rua Odete Lara, Campo Grande",47 m²,2,1,1
R$ 1.450 /mês,R$ 780,"Rua Ferreira de Andrade, Méier",93 m²,2,1,1
R$ 3.600 /mês,R$ 819,"Avenida Oswaldo Cruz, Flamengo",73 m²,1,1,1
R$ 1.200 /mês,R$ 535,"Rua A, Taquara",65 m²,2,1,2
R$ 1.500 /mês,R$ 83,"Rua Curupaiti, Méier",100 m²,2,0,2
R$ 1.250 /mês,R$ 650,"Estrada Japore, Vila Valqueire",67 m²,2,1,2
R$ 1.800 /mês,R$ 700,"Rua Carmela Dutra, Tijuca",75 m²,2,0,2
R$ 650 /mês,R$ 390,"Rua do Ouvidor, Centro",27 m²,0,0,1
R$ 3.750 /mês,R$ 250,"Rua Campos Elísios, Campo Grande",480 m²,4,5,5
R$ 1.300 /mês,R$ 300,"Avenida Dom Hélder Câmara, Piedade",63 m²,2,1,1
R$ 3.000 /mês,0,"Rua Décio Vilares, Copacabana",46 m²,1,1,0
R$ 1.195 /mês,R$ 40,"Rua Sales Guimarães, Todos os Santos",60 m²,2,1,1
R$ 2.000 /mês,R$ 900,"Alameda A, Recreio Dos Bandeirantes",72 m²,2,1,2
R$ 1.000 /mês,R$ 180,"Rua A, Pechincha",64 m²,2,1,1
R$ 1.700 /mês,R$ 1.090,"Rua São Francisco Xavier, Maracanã",130 m²,3,1,2
R$ 8.500 /mês,R$ 5.263,"Avenida das Américas, Barra da Tijuca",130 m²,0,4,2
R$ 1.000 /mês,R$ 1.100,"Avenida das Américas, Barra da Tijuca",25 m²,0,1,1
R$ 8.500 /mês,R$ 4.893,"Rua Prudente de Morais, Ipanema",116 m²,2,1,2
R$ 550 /mês,R$ 230,"Rua A, Campo Grande",72 m²,2,1,1
R$ 1.300 /mês,R$ 900,"Rua Uruguai, Tijuca",60 m²,3,1,2
R$ 2.650 /mês,R$ 280,"Alameda A, Recreio Dos Bandeirantes",80 m²,2,1,2
R$ 650 /mês,R$ 600,"Rua da Assembléia, Centro",31 m²,1,0,1
R$ 1.600 /mês,R$ 510,"Avenida Oswaldo Cruz, Flamengo",42 m²,1,0,1
R$ 1.900 /mês,R$ 732,"Avenida Olegário Maciel, Barra da Tijuca",45 m²,0,1,1
R$ 6.500 /mês,R$ 1.500,"Rua Dom Francisco, Barra da Tijuca",380 m²,5,4,4
R$ 1.200 /mês,R$ 44,"Rua Jaracatia, Irajá",55 m²,2,1,1
R$ 3.100 /mês,R$ 722,"Rua Conde de Bonfim, Tijuca",46 m²,0,2,1
R$ 550 /mês,R$ 410,"Rua Maria Freitas, Madureira",60 m²,2,0,1
R$ 1.650 /mês,R$ 350,"Rua Itamaracá, Cachambi",100 m²,2,1,2
R$ 1.200 /mês,R$ 200,"Sepetiba, Rio de Janeiro",42 m²,0,1,1
R$ 1.750 /mês,R$ 260,"Rua Caviana, Taquara",70 m²,2,1,2
R$ 1.200 /mês,R$ 570,"Rua A, Engenho Novo",63 m²,2,1,2
R$ 1.600 /mês,R$ 500,"Rua Capanema, Tauá",78 m²,2,1,2
R$ 1.700 /mês,R$ 628,"Rua Cachambi, Méier",57 m²,2,1,2
R$ 1.500 /mês,R$ 130,"Rua João Pinheiro, Piedade",80 m²,2,0,2
R$ 2.300 /mês,R$ 100,"Rua Rocha Pita, Méier",55 m²,2,1,1
R$ 1.241 /mês,R$ 370,"Estrada do Mendanha, Campo Grande",57 m²,3,1,1
R$ 1.500 /mês,R$ 900,"Estrada do Gabinal, Freguesia",80 m²,2,1,3
R$ 4.000 /mês,R$ 1.622,"Avenida Rio Branco, Centro",116 m²,0,0,2
R$ 90.000 /mês,R$ 35.000,"Barra da Tijuca, Rio de Janeiro",210 m²,0,19,2
R$ 2.100 /mês,R$ 1.310,"Avenida das Américas, Barra da Tijuca",42 m²,0,1,0
R$ 3.500 /mês,R$ 970,"Praia Botafogo, Botafogo",84 m²,2,1,1
R$ 1.200 /mês,R$ 326,"Rua Baepina, Irajá",45 m²,2,1,1
R$ 2.000 /mês,R$ 1.130,"Rua Doutor Satamini, Tijuca",106 m²,3,2,2
R$ 850 /mês,R$ 465,"Avenida Monsenhor Félix, Irajá",70 m²,2,1,2
R$ 1.870 /mês,R$ 695,"Rua Alcides Lima, Jacarepaguá",76 m²,2,1,2
R$ 1.600 /mês,R$ 591,"Rua do Bispo, Rio Comprido",81 m²,2,0,2
R$ 1.170 /mês,R$ 380,"Estrada do Mendanha, Campo Grande",70 m²,2,1,1
R$ 1.500 /mês,R$ 860,"Rua Padre Ildefonso Penalba, Méier",80 m²,2,1,2
R$ 700 /mês,R$ 510,"Rua A, Pechincha",48 m²,1,1,1
R$ 850 /mês,R$ 200,"Estrada do Mendanha, Campo Grande",46 m²,2,1,1
R$ 1.300 /mês,R$ 150,"Rua da Chegada, Recreio Dos Bandeirantes",45 m²,1,1,1
R$ 750 /mês,R$ 195,"Rua Jacinto Rebelo, Pilares",50 m²,2,1,1
R$ 1.550 /mês,R$ 500,"Rua Aristides Lobo, Rio Comprido",45 m²,2,1,1
R$ 1.400 /mês,R$ 457,"Rua Estremadura, Irajá",47 m²,2,1,1
R$ 1.600 /mês,R$ 471,"Rua Baronesa do Engenho Novo, Cachambi",48 m²,2,1,1
R$ 1.300 /mês,R$ 500,"Praça da Bandeira, Praça da Bandeira",50 m²,1,0,1
R$ 750 /mês,R$ 115,"Rua Torres de Oliveira, Piedade",90 m²,2,0,1
R$ 2.400 /mês,R$ 1.086,"Rua Real Grandeza, Botafogo",62 m²,1,1,1
R$ 1.500 /mês,R$ 648,"Rua São Francisco Xavier, Maracanã",44 m²,1,1,2
R$ 1.750 /mês,0,"Rua Piracaia, Marechal Hermes",105 m²,3,1,2
R$ 3.000 /mês,R$ 1.069,"Rua Voluntários da Pátria, Botafogo",90 m²,2,1,1
R$ 4.000 /mês,R$ 3.680,"Rua Francisco Sá, Copacabana",166 m²,0,2,0
R$ 3.800 /mês,R$ 830,"Penha Circular, Rio de Janeiro",378 m²,0,0,4
R$ 4.200 /mês,R$ 1.600,"Copacabana, Rio de Janeiro",160 m²,4,1,3
R$ 1.200 /mês,R$ 890,"Avenida Tenente-Coronel Muniz de Aragão, Anil",64 m²,2,1,2
R$ 1.800 /mês,R$ 1.005,"Rua Francisco Sá, Copacabana",45 m²,2,1,2
